Ticket ID,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Priority,Ticket Channel,First Response Time
355,51,Male,PlayStation,2020-07-11,Billing inquiry,Product recommendation,Medium,Phone,2023-05-31 23:23:44
356,18,Other,LG Washing Machine,2020-01-06,Billing inquiry,Product compatibility,High,Social media,2023-06-01 02:07:45
357,38,Male,iPhone,2021-10-14,Technical issue,Cancellation request,High,Chat,2023-06-01 01:05:47
359,58,Male,Google Nest,2021-01-03,Billing inquiry,Battery life,Low,Social media,2023-06-01 07:13:49
361,42,Male,Nintendo Switch Pro Controller,2020-02-05,Cancellation request,Network problem,Medium,Email,2023-06-01 06:19:52
362,50,Other,Bose QuietComfort,2020-12-05,Product inquiry,Product compatibility,Medium,Chat,2023-06-01 12:47:54
365,33,Male,GoPro Action Camera,2021-09-25,Cancellation request,Payment issue,High,Chat,2023-06-01 15:03:58
366,22,Male,Bose QuietComfort,2020-02-02,Billing inquiry,Peripheral compatibility,Medium,Social media,2023-06-01 11:34:59
369,29,Other,Amazon Kindle,2020-09-19,Cancellation request,Account access,Low,Chat,2023-06-01 08:29:04
370,62,Male,LG OLED,2021-11-17,Product inquiry,Software bug,Low,Chat,2023-06-01 01:26:04
371,24,Male,Roomba Robot Vacuum,2020-10-31,Refund request,Account access,Medium,Email,2023-06-01 14:12:04
372,39,Other,Amazon Kindle,2021-02-21,Cancellation request,Battery life,Medium,Email,2023-05-31 22:20:05
373,32,Male,GoPro Action Camera,2021-11-04,Refund request,Battery life,Medium,Social media,2023-06-01 14:52:06
374,24,Other,GoPro Hero,2021-06-01,Technical issue,Cancellation request,Critical,Phone,2023-06-01 10:52:08
375,63,Male,LG Washing Machine,2020-02-21,Product inquiry,Installation support,Low,Email,2023-06-01 04:34:10
376,30,Female,Lenovo ThinkPad,2021-08-12,Product inquiry,Refund request,Low,Phone,2023-06-01 19:50:11
377,28,Male,GoPro Action Camera,2021-05-10,Refund request,Hardware issue,Low,Email,2023-06-01 20:07:13
379,42,Other,Nintendo Switch,2020-07-19,Refund request,Data loss,Medium,Email,2023-06-01 18:31:15
381,37,Female,GoPro Hero,2020-05-03,Product inquiry,Peripheral compatibility,Low,Email,2023-06-01 07:09:19
382,62,Male,Sony PlayStation,2021-09-07,Product inquiry,Refund request,High,Email,2023-06-01 01:57:20
384,37,Other,Sony 4K HDR TV,2020-12-16,Refund request,Display issue,High,Social media,2023-06-01 08:19:21
386,49,Female,Google Nest,2020-10-25,Technical issue,Software bug,Medium,Chat,2023-06-01 15:49:25
387,52,Male,iPhone,2021-07-17,Cancellation request,Hardware issue,Critical,Email,2023-06-01 17:25:27
388,22,Female,Adobe Photoshop,2020-12-08,Billing inquiry,Data loss,High,Chat,2023-06-01 16:17:28
389,33,Female,Nikon D,2020-08-09,Refund request,Hardware issue,Medium,Chat,2023-06-01 17:36:29
390,40,Other,Canon EOS,2021-09-12,Billing inquiry,Delivery problem,Medium,Email,2023-06-01 19:37:31
391,19,Other,Bose SoundLink Speaker,2021-07-09,Technical issue,Display issue,High,Phone,2023-06-01 05:20:33
392,60,Other,iPhone,2020-05-29,Refund request,Display issue,High,Phone,2023-06-01 05:28:34
393,20,Female,Amazon Kindle,2021-01-21,Billing inquiry,Battery life,Critical,Phone,2023-06-01 14:26:35
394,26,Female,Asus ROG,2021-08-27,Billing inquiry,Delivery problem,High,Chat,2023-06-01 15:51:36
395,43,Female,Microsoft Surface,2020-02-26,Product inquiry,Refund request,Critical,Chat,2023-06-01 16:18:38
396,21,Female,GoPro Action Camera,2020-12-26,Technical issue,Delivery problem,Low,Phone,2023-05-31 21:55:39
397,49,Other,Roomba Robot Vacuum,2021-02-23,Refund request,Refund request,Low,Chat,2023-06-01 06:03:41
399,41,Female,iPhone,2021-04-02,Billing inquiry,Product recommendation,Critical,Phone,2023-06-01 06:14:44
400,26,Male,Fitbit Versa Smartwatch,2020-04-18,Product inquiry,Account access,High,Chat,2023-06-01 05:46:45
402,59,Other,Xbox,2021-12-14,Billing inquiry,Display issue,Medium,Email,2023-06-01 03:47:48
403,51,Female,Sony 4K HDR TV,2021-06-01,Cancellation request,Cancellation request,Medium,Social media,2023-06-01 10:23:49
404,67,Other,Google Nest,2021-11-11,Billing inquiry,Installation support,Low,Phone,2023-06-01 02:42:50
405,69,Male,Asus ROG,2021-08-30,Cancellation request,Battery life,Critical,Social media,2023-06-01 08:45:51
409,49,Female,Dyson Vacuum Cleaner,2020-03-20,Product inquiry,Product compatibility,Critical,Email,2023-06-01 16:44:58
411,33,Female,Lenovo ThinkPad,2020-08-12,Cancellation request,Product recommendation,Low,Chat,2023-06-01 19:28:00
412,19,Male,Amazon Kindle,2021-05-16,Refund request,Hardware issue,Low,Phone,2023-06-01 05:07:02
413,49,Female,Sony Xperia,2021-03-22,Refund request,Battery life,Medium,Email,2023-06-01 01:27:03
419,47,Female,Garmin Forerunner,2020-06-17,Technical issue,Software bug,Low,Chat,2023-05-31 22:20:10
421,22,Other,Amazon Echo,2020-03-14,Billing inquiry,Software bug,Critical,Phone,2023-06-01 20:33:14
422,43,Female,Adobe Photoshop,2021-08-11,Cancellation request,Refund request,Medium,Email,2023-06-01 12:08:15
423,68,Male,Sony Xperia,2021-10-14,Cancellation request,Data loss,Low,Email,2023-06-01 19:30:17
424,49,Male,Nintendo Switch,2020-04-19,Product inquiry,Display issue,High,Phone,2023-06-01 01:27:19
425,68,Female,Samsung Galaxy,2020-05-28,Product inquiry,Hardware issue,High,Chat,2023-06-01 20:57:20
427,66,Male,Amazon Echo,2021-05-30,Billing inquiry,Installation support,High,Email,2023-06-01 02:39:23
429,35,Male,Philips Hue Lights,2020-04-21,Refund request,Hardware issue,High,Phone,2023-06-01 17:08:26
430,64,Male,Sony 4K HDR TV,2021-02-12,Refund request,Data loss,Low,Chat,2023-06-01 15:09:28
431,54,Other,Garmin Forerunner,2020-09-23,Cancellation request,Software bug,Low,Phone,2023-06-01 05:28:29
432,34,Other,Garmin Forerunner,2020-05-03,Billing inquiry,Product recommendation,Low,Email,2023-05-31 22:03:31
433,21,Male,Nintendo Switch Pro Controller,2020-07-26,Product inquiry,Battery life,Medium,Email,2023-06-01 14:34:32
436,68,Female,Lenovo ThinkPad,2021-01-12,Billing inquiry,Refund request,Critical,Social media,2023-06-01 12:43:34
438,69,Female,Canon EOS,2021-04-25,Cancellation request,Product setup,Critical,Social media,2023-06-01 10:05:35
439,57,Other,MacBook Pro,2021-05-22,Product inquiry,Delivery problem,Medium,Social media,2023-06-01 02:04:37
440,55,Other,LG OLED,2021-10-29,Cancellation request,Network problem,Low,Email,2023-06-01 20:32:38
442,39,Male,Amazon Kindle,2020-05-27,Technical issue,Data loss,Medium,Chat,2023-06-01 17:31:42
443,66,Other,Bose QuietComfort,2020-03-26,Refund request,Software bug,Low,Chat,2023-06-01 00:58:44
444,36,Male,Canon DSLR Camera,2021-04-22,Refund request,Delivery problem,Medium,Phone,2023-06-01 05:17:44
445,56,Female,Google Nest,2020-11-24,Technical issue,Display issue,Medium,Phone,2023-06-01 17:19:46
447,57,Male,Nintendo Switch Pro Controller,2020-11-17,Cancellation request,Delivery problem,Medium,Chat,2023-05-31 23:33:49
448,59,Other,Amazon Echo,2021-09-11,Billing inquiry,Delivery problem,High,Phone,2023-06-01 16:26:50
449,48,Male,GoPro Action Camera,2020-11-04,Cancellation request,Battery life,Medium,Phone,2023-06-01 17:20:51
450,47,Other,Canon DSLR Camera,2020-02-04,Refund request,Software bug,Critical,Chat,2023-06-01 21:08:53
451,54,Male,Apple AirPods,2021-08-12,Refund request,Product recommendation,Critical,Email,2023-06-01 13:33:54
452,46,Male,Canon EOS,2020-04-24,Product inquiry,Display issue,Low,Phone,2023-06-01 15:34:55
454,21,Female,Nikon D,2021-04-01,Billing inquiry,Account access,High,Social media,2023-06-01 15:48:59
455,61,Female,Microsoft Office,2021-01-06,Billing inquiry,Network problem,Critical,Social media,2023-06-01 10:35:00
456,28,Male,Fitbit Versa Smartwatch,2021-03-14,Refund request,Cancellation request,Low,Social media,2023-06-01 04:01:02
458,67,Other,Microsoft Office,2021-01-02,Refund request,Software bug,Critical,Chat,2023-06-01 01:58:04
459,58,Male,Amazon Echo,2020-07-13,Refund request,Delivery problem,Low,Email,2023-06-01 21:18:05
460,40,Female,PlayStation,2021-02-20,Product inquiry,Payment issue,Low,Email,2023-06-01 12:21:07
462,52,Other,Google Nest,2020-09-22,Billing inquiry,Delivery problem,Critical,Email,2023-05-31 23:15:11
463,20,Other,LG Smart TV,2020-12-22,Product inquiry,Account access,Medium,Social media,2023-06-01 21:01:12
464,51,Other,Canon EOS,2020-07-17,Product inquiry,Cancellation request,Medium,Social media,2023-06-01 05:55:14
465,32,Other,LG Smart TV,2021-10-17,Cancellation request,Cancellation request,Critical,Email,2023-06-01 20:49:16
466,58,Other,Samsung Galaxy,2020-02-27,Product inquiry,Product recommendation,High,Chat,2023-06-01 10:12:17
468,19,Female,Microsoft Xbox Controller,2020-04-26,Billing inquiry,Delivery problem,Critical,Chat,2023-06-01 13:09:20
469,38,Female,GoPro Action Camera,2020-09-16,Cancellation request,Network problem,Low,Email,2023-06-01 04:59:22
471,65,Other,Nintendo Switch,2021-04-26,Refund request,Data loss,Critical,Phone,2023-06-01 19:40:25
472,38,Female,Asus ROG,2020-11-27,Product inquiry,Product compatibility,High,Social media,2023-06-01 02:01:26
473,42,Female,Samsung Soundbar,2021-06-04,Cancellation request,Refund request,Medium,Phone,2023-06-01 13:13:26
475,60,Other,Canon DSLR Camera,2021-12-02,Product inquiry,Account access,Low,Social media,2023-06-01 11:53:30
479,38,Female,Lenovo ThinkPad,2021-10-11,Billing inquiry,Software bug,Low,Social media,2023-06-01 07:29:35
482,21,Male,Nintendo Switch Pro Controller,2020-01-10,Cancellation request,Refund request,High,Chat,2023-06-01 10:23:39
484,37,Other,Amazon Kindle,2020-09-24,Technical issue,Product setup,Low,Phone,2023-06-01 21:39:41
485,70,Female,Canon DSLR Camera,2021-07-25,Technical issue,Data loss,Critical,Chat,2023-06-01 18:13:43
486,33,Female,Dyson Vacuum Cleaner,2021-06-20,Product inquiry,Product compatibility,Medium,Phone,2023-06-01 00:38:44
487,39,Other,Dell XPS,2021-11-15,Refund request,Cancellation request,High,Email,2023-06-01 03:39:45
491,46,Male,Microsoft Office,2021-08-03,Billing inquiry,Display issue,Low,Social media,2023-06-01 15:26:51
493,66,Male,Autodesk AutoCAD,2020-03-16,Billing inquiry,Account access,Critical,Chat,2023-06-01 16:51:55
496,33,Other,Fitbit Charge,2021-12-04,Technical issue,Account access,Low,Social media,2023-06-01 05:41:59
497,66,Other,Sony PlayStation,2020-11-06,Technical issue,Installation support,Medium,Phone,2023-06-01 05:25:00
501,66,Other,Garmin Forerunner,2020-08-22,Cancellation request,Product compatibility,High,Chat,2023-06-01 07:59:07
502,59,Female,Canon DSLR Camera,2021-05-29,Billing inquiry,Hardware issue,Critical,Phone,2023-06-01 17:38:08
504,43,Female,Sony Xperia,2021-08-20,Technical issue,Cancellation request,Medium,Phone,2023-06-01 13:38:12
505,39,Female,Sony PlayStation,2020-10-14,Product inquiry,Account access,Low,Email,2023-06-01 07:39:13
506,33,Male,Philips Hue Lights,2021-04-09,Billing inquiry,Peripheral compatibility,Critical,Social media,2023-06-01 03:26:15
507,36,Male,PlayStation,2020-05-20,Cancellation request,Data loss,Critical,Chat,2023-05-31 23:47:17
508,60,Male,LG Washing Machine,2020-02-05,Cancellation request,Payment issue,Critical,Email,2023-06-01 13:11:18
510,40,Male,Asus ROG,2021-12-15,Product inquiry,Product compatibility,High,Chat,2023-06-01 09:28:20
511,68,Female,Amazon Kindle,2020-07-10,Refund request,Product setup,Low,Phone,2023-05-31 23:01:22
512,43,Other,Canon EOS,2021-09-16,Product inquiry,Battery life,Low,Phone,2023-06-01 03:19:23
513,18,Other,LG OLED,2021-10-18,Refund request,Peripheral compatibility,Low,Chat,2023-06-01 20:25:24
514,39,Female,Microsoft Xbox Controller,2021-06-26,Product inquiry,Refund request,Critical,Phone,2023-06-01 16:19:26
515,62,Other,Amazon Echo,2021-02-12,Technical issue,Delivery problem,Critical,Chat,2023-06-01 16:15:28
516,54,Male,GoPro Hero,2021-04-01,Technical issue,Product recommendation,Medium,Phone,2023-06-01 02:01:29
517,55,Male,Dyson Vacuum Cleaner,2020-03-03,Billing inquiry,Software bug,Critical,Phone,2023-06-01 03:20:30
519,21,Female,Nest Thermostat,2021-01-07,Product inquiry,Account access,Critical,Chat,2023-06-01 11:17:33
521,52,Male,LG Smart TV,2021-08-20,Cancellation request,Software bug,Critical,Email,2023-06-01 17:08:36
522,25,Other,Fitbit Charge,2020-02-05,Product inquiry,Product compatibility,Low,Phone,2023-06-01 17:13:38
525,38,Other,Nikon D,2020-10-21,Refund request,Battery life,Low,Email,2023-06-01 14:37:41
526,30,Male,Microsoft Office,2020-12-19,Refund request,Product setup,Medium,Chat,2023-06-01 21:44:43
527,52,Female,Bose QuietComfort,2021-06-05,Refund request,Display issue,Critical,Social media,2023-06-01 02:32:45
528,47,Female,Microsoft Surface,2021-06-28,Refund request,Delivery problem,Critical,Email,2023-06-01 06:00:45
529,54,Other,Roomba Robot Vacuum,2021-06-12,Product inquiry,Product compatibility,Low,Social media,2023-06-01 04:56:45
530,45,Other,Nintendo Switch,2020-02-24,Cancellation request,Hardware issue,Medium,Phone,2023-06-01 16:17:46
534,23,Other,LG Smart TV,2021-06-11,Product inquiry,Product compatibility,Medium,Chat,2023-05-31 22:05:53
535,48,Other,Sony 4K HDR TV,2020-11-29,Technical issue,Account access,Medium,Phone,2023-06-01 14:32:55
537,32,Female,Microsoft Xbox Controller,2021-09-13,Technical issue,Peripheral compatibility,Medium,Phone,2023-06-01 14:14:57
538,49,Other,Apple AirPods,2020-10-06,Technical issue,Battery life,High,Email,2023-06-01 03:40:58
540,27,Other,Adobe Photoshop,2021-04-04,Cancellation request,Cancellation request,Medium,Chat,2023-06-01 06:21:00
541,19,Female,Dell XPS,2021-03-06,Product inquiry,Software bug,Critical,Email,2023-05-31 22:20:02
544,18,Male,PlayStation,2021-08-06,Refund request,Display issue,Low,Email,2023-05-31 23:07:07
546,65,Other,Canon DSLR Camera,2021-06-08,Cancellation request,Software bug,Medium,Email,2023-06-01 01:27:10
549,69,Other,Sony 4K HDR TV,2021-02-18,Refund request,Refund request,Low,Chat,2023-06-01 17:19:13
552,45,Female,Google Pixel,2020-06-17,Technical issue,Display issue,Critical,Phone,2023-06-01 03:42:18
553,53,Male,Asus ROG,2021-08-04,Technical issue,Cancellation request,Critical,Chat,2023-06-01 00:11:20
554,45,Female,Microsoft Surface,2021-06-05,Billing inquiry,Product setup,High,Phone,2023-05-31 23:47:21
556,44,Male,Google Pixel,2021-10-14,Billing inquiry,Installation support,Critical,Email,2023-06-01 21:38:24
559,42,Male,Nikon D,2020-07-02,Product inquiry,Peripheral compatibility,Critical,Chat,2023-06-01 17:14:29
561,42,Other,Google Pixel,2020-05-31,Technical issue,Display issue,Critical,Phone,2023-06-01 19:38:32
562,44,Male,LG OLED,2020-05-17,Technical issue,Network problem,Medium,Phone,2023-06-01 03:59:34
563,64,Male,Samsung Galaxy,2020-10-11,Technical issue,Delivery problem,Medium,Social media,2023-06-01 16:18:35
564,51,Male,Garmin Forerunner,2020-05-13,Billing inquiry,Battery life,Low,Social media,2023-06-01 13:26:36
565,20,Female,Sony Xperia,2020-10-24,Cancellation request,Cancellation request,High,Phone,2023-06-01 04:54:38
567,36,Male,MacBook Pro,2021-02-22,Product inquiry,Installation support,Low,Chat,2023-06-01 18:48:41
568,46,Female,Canon EOS,2021-09-30,Billing inquiry,Peripheral compatibility,High,Phone,2023-06-01 17:56:42
569,44,Female,Samsung Galaxy,2020-12-24,Product inquiry,Network problem,Low,Social media,2023-06-01 05:21:43
571,70,Female,Asus ROG,2021-05-18,Product inquiry,Refund request,Low,Chat,2023-06-01 04:25:46
572,20,Female,Bose QuietComfort,2020-04-21,Billing inquiry,Network problem,Low,Phone,2023-06-01 06:01:47
574,54,Other,Asus ROG,2020-05-28,Cancellation request,Network problem,Critical,Chat,2023-06-01 08:49:51
575,25,Female,Adobe Photoshop,2021-05-07,Billing inquiry,Network problem,Medium,Chat,2023-06-01 15:13:52
576,32,Female,Sony 4K HDR TV,2021-05-25,Billing inquiry,Data loss,Low,Email,2023-06-01 16:53:54
577,66,Other,Apple AirPods,2020-12-11,Product inquiry,Account access,Low,Social media,2023-06-01 20:39:56
579,29,Other,Apple AirPods,2020-01-18,Technical issue,Product compatibility,Medium,Chat,2023-06-01 20:48:59
581,27,Other,Samsung Galaxy,2020-09-07,Cancellation request,Software bug,Critical,Social media,2023-06-01 03:37:01
582,50,Male,GoPro Action Camera,2021-05-04,Refund request,Installation support,Low,Social media,2023-06-01 13:13:02
584,69,Female,LG OLED,2021-06-01,Cancellation request,Display issue,High,Social media,2023-06-01 19:38:06
586,24,Male,Microsoft Office,2020-04-03,Refund request,Product setup,Critical,Chat,2023-06-01 14:43:08
588,52,Male,LG OLED,2020-01-24,Refund request,Product recommendation,Medium,Phone,2023-06-01 05:25:12
589,54,Other,Fitbit Charge,2021-04-14,Billing inquiry,Peripheral compatibility,Critical,Social media,2023-06-01 19:06:13
590,44,Female,PlayStation,2020-02-23,Technical issue,Data loss,High,Phone,2023-06-01 02:53:15
591,39,Male,Google Pixel,2020-02-12,Refund request,Refund request,Low,Phone,2023-06-01 20:40:17
596,60,Other,Samsung Soundbar,2021-02-11,Cancellation request,Payment issue,Low,Chat,2023-06-01 11:52:25
597,68,Male,LG Smart TV,2020-02-09,Cancellation request,Data loss,Critical,Phone,2023-06-01 14:02:26
598,37,Male,Garmin Forerunner,2020-02-07,Technical issue,Cancellation request,High,Phone,2023-06-01 00:32:27
599,45,Male,GoPro Action Camera,2021-07-21,Technical issue,Account access,Critical,Social media,2023-06-01 09:54:29
600,69,Other,LG OLED,2021-04-05,Technical issue,Product setup,High,Social media,2023-05-31 22:05:31
601,64,Other,Canon DSLR Camera,2021-04-20,Billing inquiry,Installation support,Low,Email,2023-06-01 06:35:33
602,43,Other,Fitbit Charge,2020-05-05,Technical issue,Account access,High,Email,2023-06-01 17:25:34
603,41,Male,Nintendo Switch Pro Controller,2021-02-13,Billing inquiry,Delivery problem,Critical,Phone,2023-06-01 17:24:36
604,48,Other,Lenovo ThinkPad,2020-04-11,Refund request,Refund request,Critical,Email,2023-06-01 07:22:38
605,27,Other,Google Pixel,2021-11-01,Product inquiry,Installation support,Critical,Social media,2023-06-01 05:10:39
610,65,Other,GoPro Action Camera,2021-03-13,Refund request,Data loss,Medium,Social media,2023-06-01 13:26:44
611,52,Other,Dyson Vacuum Cleaner,2021-03-22,Cancellation request,Delivery problem,Low,Chat,2023-06-01 14:27:47
612,19,Female,MacBook Pro,2021-12-02,Product inquiry,Network problem,Medium,Phone,2023-06-01 19:30:48
613,34,Female,Dyson Vacuum Cleaner,2021-10-16,Refund request,Cancellation request,Medium,Email,2023-06-01 06:54:49
